year,scenario_id,scenario_name,scenario_logic,scenario_mechanisms,A,Psi,sR,sO,sG,gen_total,informal,Q_HAUL,Q_HAUL_R,Q_HAUL_O,Q_HAUL_G,Q_MRF,Q_CMP,Q_WTE,Q_LF,Q_mat,Q_cmp,Q_comb,Q_ash,E_WTE,lambda_MRF,S_LF,S_ENV,gen_to_mun,mun_to_haul,tipping,rev_mat,rev_E,landfill_tax,net_MUN,net_HAUL,net_T,GHG_dir,GHG_net,E_net,D_climate,D_air,D_water,D_env,D_NC,D_LF,mass_residual
2044,value_2,Convenience only,"Convenience stock (built by infrastructure spend X_MUN) shifts recycling, organics, and informal-leakage shares. Education channel stays off. NOTE: this column previously encoded 'mechanical separation of mixed general waste' — that mechanism has been retired from the code (does not exist in Miami-Dade's single-stream system) and this column has been repurposed.",Education OFF; convenience ON.,0.0,60.0,0.36984519314783443,0.33346989163213503,0.27033997695271894,3338183.8600000003,87944.24771663625,3250239.612283364,1234611.2544646836,1113183.8100423422,902444.5477763384,1234611.2544646836,30000.0,1400000.0,1267011.7341580857,864227.8781252785,18000.000000000004,1092000.0,308000.0,434000.0,0.3,18411316.228848085,1529266.1586226202,204312540.93610168,227516772.85983548,192588924.3418448,34569115.12501114,19530000.0,76020704.04948515,-23204231.9237338,-88581256.74877715,17880648.15715474,1462493.0944515574,334642.4285137509,346672.7162399159,63582061.41761267,324081138.7227217,950258.8006185642,411552451.32029223,0.27420374631985106,0.6101789759223375,0.0
2024,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,0.0,0.0,0.3675712480595001,0.32829650284401024,0.27641881801870977,2475000.0,68590.74191750538,2406409.2580824946,909738.8389472627,812533.8445389252,684136.5745963067,909738.8389472627,30000.0,1400000.0,650592.0708194107,636817.1872630839,18000.000000000004,1092000.0,308000.0,434000.0,0.3,0.0,0.0,152271268.9904305,168448648.06577462,152021768.70938843,25472687.490523353,19530000.0,39035524.24916464,-16177379.075344115,-75016672.45074861,31983270.817107663,1061157.9995582174,183459.09356882505,356252.2628669577,34857227.77807676,322046953.83370405,487944.05311455805,357392125.66489536,0.2758538203896519,0.7296419681588893,0.0
2025,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,5.0,3.0,0.36902715273981207,0.32940202112611927,0.27430603260652786,2509650.0,68425.08907639267,2441224.910923607,926128.9938734693,826683.7823191653,688412.1347309727,926128.9938734693,30000.0,1400000.0,645554.0912496055,676670.8196740019,18000.000000000004,1092000.0,308000.0,434000.0,0.2693557548135127,650592.0708194107,68590.74191750538,154104683.69130403,170885743.7646525,152261574.37868434,27066832.786960077,19530000.0,38733245.47497633,-16781060.073348463,-74142377.22912893,33671794.623856515,1058884.4901160789,137346.5884746767,355949.6496662826,26095851.810188577,322030328.50112367,484165.5684372041,349639207.0085121,0.28824497756242246,0.7355614026544699,-4.656612873077393e-10
2026,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,10.0,6.0,0.37041979718074863,0.3304662817043511,0.27227586629970724,2545079.24,68304.97615212995,2476774.2638478703,942747.735889734,841062.8730857358,692963.6548724006,942747.735889734,30000.0,1400000.0,644095.3808850964,713678.8829627741,18000.000000000004,1092000.0,308000.0,434000.0,0.24298000854997792,1296146.1620690161,137015.83099389804,155989055.12584025,173374198.46935093,152687201.12094682,28547155.318510965,19530000.0,38645722.85310578,-17385143.343510687,-73430424.67781496,35120078.30808389,1058845.7048242725,96598.93356522091,355624.56837777985,18353797.37739197,322025514.7569208,483071.5356638223,342917621.13488513,0.29904981401577924,0.7399458681856449,0.0
2027,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,15.0,9.0,0.3717021776047839,0.33146101274236545,0.2703913219862728,2581306.2,68263.9012757607,2513042.2987242388,959477.1356047299,855602.3672501469,697962.7958693623,959477.1356047299,30000.0,1400000.0,645917.0531176671,748125.245606572,18000.000000000004,1092000.0,308000.0,434000.0,0.2202781933567901,1940241.5429541124,205320.80714602798,157935111.33232638,175912960.91069672,153280166.72402525,29925009.82426288,19530000.0,38755023.18706003,-17977849.578370333,-72862813.16484961,36350527.28712089,1060853.7501259118,60715.979958682554,355280.872022317,11536036.192149686,322031526.27528834,484437.7898382503,337131812.3644667,0.3084409864490021,0.7429740623762796,9.313225746154785e-10
2028,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,20.0,12.0,0.3728430167314938,0.3323667769751001,0.26869531222480847,2618347.8200000003,68325.5089976438,2550022.311002356,976232.7000611302,870251.8259331795,703537.7850080465,976232.7000611302,30000.0,1400000.0,650757.1573185049,780265.1536838515,18000.000000000004,1092000.0,308000.0,434000.0,0.20073855994068582,2586158.5960717797,273584.70842178864,159951055.6499893,178501561.7701649,154024838.86775917,31210606.14735406,19530000.0,39045429.439110294,-18550506.1201756,-72424124.91568379,37382942.140900746,1064744.426203731,29252.75715149427,354921.5602121849,5558023.858783911,322047498.61915106,488067.8679888786,332197360.9722507,0.3165718002547726,0.7448033475978855,0.0
2029,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,25.0,15.0,0.37382813712536084,0.3331735968231073,0.267208768695019,2656224.12,68502.68492104564,2587721.4350789543,992971.3145670509,884983.7440286932,709766.3764832105,992971.3145670509,30000.0,1400000.0,658378.0417804731,810343.3932984815,18000.000000000004,1092000.0,308000.0,434000.0,0.18392064160302324,3236915.7533902847,341910.2174194325,162042341.19726986,181140500.4555268,154908041.5260352,32413735.73193926,19530000.0,39502682.50682838,-19098159.258256942,-72100955.60350865,38235647.69678746,1070369.6337214187,1791.9010930890217,354548.6834997566,340461.20768691413,322072647.53787553,493783.5313353548,328035545.5381893,0.32358328139478937,0.7455761532692234,-4.656612873077393e-10
2030,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,30.0,18.0,0.37465807320134753,0.33387968588897454,0.26593350438483365,2694950.5,68798.68126199735,2626151.818738003,1009684.961703008,899789.2264263349,716677.6306086597,1009684.961703008,30000.0,1400000.0,668553.2536626896,838598.5650753132,18000.000000000004,1092000.0,308000.0,434000.0,0.1694453251429318,3895293.795170758,410412.90234047815,164211399.15638965,183830627.3116602,155918211.53422472,33543942.60301253,19530000.0,40113195.21976137,-19619228.155270547,-71881353.33460863,38926153.91630337,1077588.9937859976,-22069.427796846954,354163.53449762636,-4193191.2814009213,322106225.7370869,501414.9402470172,324570642.93104017,0.32960720659755177,0.7454247508112601,0.0
2031,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,35.0,21.0,0.37534372606534694,0.3344892252591038,0.26485758357811906,2734550.0599999996,69209.99930074571,2665340.0606992543,1026396.208632618,914677.5310016358,724266.3210650005,1026396.208632618,30000.0,1400000.0,681074.0001251725,865266.0605740816,18000.000000000004,1092000.0,308000.0,434000.0,0.15698630480445416,4563847.0488334475,479211.58360247547,166459020.21253654,186573804.2489478,157045586.26523718,34610642.42296326,19530000.0,40864440.00751035,-20114784.036411256,-71754704.32286105,39471071.37541914,1086273.9051607482,-42718.761470741825,353766.7058267218,-8116564.679440947,322147544.2004131,510805.5000938794,321729958.77510315,0.3347663113351453,0.7444701296589928,-4.656612873077393e-10
2032,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,40.0,24.0,0.37590181344944695,0.3350100467936096,0.26396101435354413,2775039.7399999998,69728.7715463965,2705310.968453603,1043142.4706602816,929666.193151526,732502.3046417953,1043142.4706602816,30000.0,1400000.0,695741.3598059316,890569.6086476715,18000.000000000004,1092000.0,308000.0,434000.0,0.14626272662068446,5244921.04895862,548421.5829032211,168784261.99458507,189371767.7917522,158281342.11010504,35622784.34590686,19530000.0,41744481.58835589,-20587505.797167122,-71711391.11958976,39886124.39939786,1096302.1570196874,-60524.41249275138,353358.4437877647,-11499638.373622762,322195946.4873596,521806.0198544487,319444437.87713957,0.33917343305349046,0.742823886821548,4.656612873077393e-10
2033,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,45.0,27.0,0.37635118164947695,0.3354517299020535,0.26322042425039893,2816441.1000000006,70345.30358834445,2746095.796411656,1059970.9360311527,944780.0391622426,741344.8212182603,1059970.9360311527,30000.0,1400000.0,712375.706444428,914720.0899672277,18000.000000000004,1092000.0,308000.0,434000.0,0.13703285734209614,5940662.408764551,618150.3544496177,171185769.73336688,192226705.7488159,159617913.40315598,36588803.59868911,19530000.0,42742542.38666568,-21040936.015449017,-71742847.91798301,40185799.192978375,1107563.7936623432,-75828.30530160735,352938.7027471548,-14407378.007305397,322250839.83126664,534281.779833321,317649998.92053884,0.3429305311190456,0.7405859958071037,9.313225746154785e-10
2034,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,50.0,30.0,0.3767103247912301,0.3358242706102132,0.26261227149377164,2858772.62,71049.45644117537,2787723.163558825,1076929.162184476,960045.2299519482,750748.7714224008,1076929.162184476,30000.0,1400000.0,730813.3171629892,937909.8463958359,18000.000000000004,1092000.0,308000.0,434000.0,0.12908863523265457,6653038.11520898,688495.6580379622,173661792.84144056,195140621.44911775,161048540.72368374,37516393.85583343,19530000.0,43848799.02977935,-21478828.60767719,-71841399.48980135,40383281.94420644,1119958.6873381252,-88942.14369729417,352507.35017049557,-16899007.302485894,322311683.94663787,548109.9878722419,316288221.50259364,0.3461282881346173,0.7378458066725577,0.0
2035,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,55.0,33.0,0.3769959976942625,0.3361372700081479,0.26211471309580003,2902058.9400000004,71831.81860760521,2830227.1213923953,1094064.605452854,975490.1694943395,760672.3464452017,1094064.605452854,30000.0,1400000.0,750912.9860263023,960314.1353660929,18000.000000000004,1092000.0,308000.0,434000.0,0.12225097989656591,7383851.432371968,759545.1144791376,176211050.80180332,198115898.49746767,162567587.46490073,38412565.41464372,19530000.0,45054779.16157814,-21904847.695664346,-72000319.58034408,40490287.87645886,1133400.7502662505,-100144.79863645183,352064.14296081144,-19027511.74092585,322378012.8538868,563184.7395197267,315306862.5696677,0.34884625615500464,0.7346810154031478,0.0
2036,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,60.0,36.0,0.3772226280279818,0.336399509251061,0.2617084779638716,2946317.0,72683.82768934242,2873633.172310658,1111417.4417435192,991139.5928980582,771076.1376690803,1111417.4417435192,30000.0,1400000.0,772546.6607500826,982086.5115605752,18000.000000000004,1092000.0,308000.0,434000.0,0.11636575540874905,8134764.41839827,831376.9330867428,178832052.45824254,201154322.06174606,164169856.2898097,39283460.46242301,19530000.0,46352799.64500496,-22322269.603503525,-72213594.77586864,40517240.12745255,1147811.7760845814,-109683.38663205155,351608.9178613792,-20839843.460089795,322449403.9804753,579409.9955625619,314659624.5122492,0.3511535575534784,0.7311603066828165,0.0
2037,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,65.0,39.0,0.37740222836534537,0.33661877724884137,0.261377104407792,2991571.4400000004,73598.31142827074,2917973.12857173,1129025.7277701253,1007019.1201853557,781928.2806162487,1129025.7277701253,30000.0,1400000.0,795608.2982106865,1003364.8303610431,18000.000000000004,1092000.0,308000.0,434000.0,0.111300295749033,8907311.079148352,904060.7607760852,181524095.98786014,204258119.0000211,165851186.7436381,40134593.214441724,19530000.0,47736497.892641194,-22734023.012160957,-72476046.62934273,40473174.138217084,1163127.256374604,-117774.05702254339,351141.4439535441,-22377070.834283244,322525507.38409525,596706.2236580149,314306054.18511134,0.3531097734492775,0.7273421436200423,0.0
2038,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,70.0,42.0,0.37754457657144963,0.33680184725644075,0.26110682267360275,3037843.8200000003,74569.20341650248,2963274.6165834977,1146921.4587120952,1023151.4102525625,793201.7476188401,1146921.4587120952,30000.0,1400000.0,820005.4137388985,1024269.2028445993,18000.000000000004,1092000.0,308000.0,434000.0,0.10694041421565602,9702919.377359038,977659.072204356,184286621.09918433,207429223.16084483,167607914.44830778,40970768.11378397,19530000.0,49200324.824333906,-23142602.0616605,-72783126.71763587,40365971.339362085,1179290.9049411113,-124605.21818794799,350661.5437570636,-23674991.455710117,322606017.8653383,615004.0603041739,314210916.5529977,0.3547660405692194,0.7232772794158638,0.0
2039,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,75.0,45.0,0.3776575116537893,0.33695453248578133,0.2608862700852999,3085158.7800000003,75591.5909939417,3009567.189006058,1165133.3879116403,1039558.2343593035,804875.5667351143,1165133.3879116403,30000.0,1400000.0,845661.3863586946,1044905.8026473636,18000.000000000004,1092000.0,308000.0,434000.0,0.10318782940361015,10522924.791097937,1052228.2756208584,187119559.57529336,210669703.23042408,169437070.95528394,41796232.10589454,19530000.0,50739683.18152168,-23550143.655130714,-73130920.90709007,40202416.64378203,1196256.2351357143,-130340.14777638577,350169.02530997375,-24764628.077513296,322690682.5749837,634246.039769021,314343724.6715523,0.3561660980897961,0.7190089693136297,4.656612873077393e-10
2040,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,80.0,48.0,0.3777472558542218,0.33708177792235083,0.26070615062683,3133536.34,76661.38872333658,3056874.951276663,1183684.7535544818,1056258.0006714961,816932.1970506856,1183684.7535544818,30000.0,1400000.0,872508.8988066561,1065366.0524700072,18000.000000000004,1092000.0,308000.0,434000.0,0.09995794972367075,11368586.177456632,1127819.8666148002,190022831.8513295,213981246.58936644,171335987.54696727,42614642.09880029,19530000.0,52350533.92839937,-23958414.73803693,-73515989.10611403,39988406.87279494,1213982.3366003665,-135120.32111664163,349663.76043487707,-25672861.01216191,322779279.3660619,654381.6741049921,314678098.027227,0.3573473138028741,0.7145748803227085,0.0
2041,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,85.0,51.0,0.3778187171647427,0.3371877639769202,0.2605588988121997,3183004.22,77775.49872095216,3105228.7212790474,1202598.5711303623,1073270.075670901,829360.0744777846,1202598.5711303623,30000.0,1400000.0,900496.2338312968,1085732.487447751,18000.000000000004,1092000.0,308000.0,434000.0,0.09717796652025369,12241095.076263288,1204481.2553381368,192997054.82131588,217366010.4895333,173302768.8254757,43429299.49791004,19530000.0,54029774.029877804,-24368955.66821742,-73935449.74454619,39728938.45816279,1232438.067217197,-139067.66897532926,349145.54740823625,-26422857.10531256,322871637.5716433,675372.1753734726,315191371.47177625,0.35834155462448997,0.7100064714523247,4.656612873077393e-10
2042,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,90.0,54.0,0.3778757528525139,0.3372760090466756,0.26043837571135464,3233583.9800000004,78931.33997654902,3154652.6400234513,1221892.9808543283,1090610.2996916655,842149.3594774576,1221892.9808543283,30000.0,1400000.0,929577.045381581,1106075.5946418704,18000.000000000004,1092000.0,308000.0,434000.0,0.09478521280274495,13141591.310094586,1282256.7540590889,196042663.76127675,220825684.80164158,175335641.69470888,44243023.78567481,19530000.0,55774622.722894855,-24783021.04036483,-74386757.21395844,39428362.29304784,1251595.4173540184,-142287.73675203905,348614.2551560055,-27034669.98288742,322967604.2497592,697182.7840361857,315863968.36179423,0.3591760247281765,0.7053314099980685,0.0
2043,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,95.0,57.0,0.37792138914684276,0.3373494647194081,0.26033960696842184,3285301.8,80126.99692102005,3205174.8030789797,1241585.820022623,1108294.8036717079,855294.1793846488,1241585.820022623,30000.0,1400000.0,959715.9601429149,1126458.8429360648,18000.000000000004,1092000.0,308000.0,434000.0,0.09272575059246446,14071168.355476167,1361188.0940356378,199160532.7168017,224362236.21552858,177433372.60782444,45058353.717442594,19530000.0,57582957.6085749,-25201703.498726875,-74867778.9092971,39090366.01232746,1271433.2337352443,-144871.49349442706,348069.70379883295,-27525583.763941143,323067062.66847163,719786.9701071861,316679087.2851722,0.35987392694714193,0.7005729736733906,-4.656612873077393e-10
2044,value_3,Education + convenience,Both behavioral channels active together — the 'full' behavioral case.,Education ON; convenience ON.,100.0,60.0,0.3779579994366758,0.33741060104661286,0.26025856334001574,3338183.8600000003,81361.00834746906,3256822.8516525305,1261693.2934774002,1126338.6226067021,868790.9355684282,1261693.2934774002,30000.0,1400000.0,990884.543910882,1146938.3077416485,18000.000000000004,1092000.0,308000.0,434000.0,0.09095315504093007,15030884.315619081,1441315.090956658,202351665.78195822,227977599.61567715,179595025.9998661,45877532.30966594,19530000.0,59453072.63465292,-25625933.833718926,-75376694.74698511,38718106.80539807,1291934.6258690828,-146897.51264673076,347511.7114108976,-27910527.402878843,323169918.9949059,743163.4079331615,317622281.3643101,0.36045506962283363,0.695751169453966,9.313225746154785e-10
